dcterms:date,dcterms:type,dcterms:creator,dcterms:title @en,dcterms:issued,dcterms:isPartOf,dcterms:publisher,schema:volumeNumber,schema:issueNumber,schema:pageStart,schema:pageEnd,dcterms:language,dcterms:identifier,schema:issn,schema:url,dcterms:title,schema:keywords
2021-10-29 01:56:44.556229,Article,山中 宏治,ACDI-1-1 Student competition ofmicrowave circuit design and manufacturing,2013-03-05,電子情報通信学会総合大会講演論文集,電子情報通信学会,2013,1,"""SS","1""-""SS-2""",JPN,"naid: 110009726608,ncid: AN10471452",,,"ACDI-1-1 学生コンテスト〜マイクロ波回路の設計・試作(ACDI-1.学ぶ意欲を刺激するゲーミフィケーション〜設計コンテストの教育活用を考える〜,ソサイエティ企画)",
2021-10-29 01:56:52.829024,Article,高木 茂孝,ACDI-1-3 On Managing Operational Amplifier Design Contest,2013-03-05,電子情報通信学会総合大会講演論文集,電子情報通信学会,2013,1,"""SS","5""-""SS-6""",JPN,"naid: 110009726610,ncid: AN10471452",,,"ACDI-1-3 演算増幅器設計コンテストを運営して(ACDI-1.学ぶ意欲を刺激するゲーミフィケーション〜設計コンテストの教育活用を考える〜,ソサイエティ企画)",
2021-10-29 01:57:29.829956,Article,長名 保範,ACDI-1-2 FPGA Design Contest,2013-03-05,電子情報通信学会総合大会講演論文集,電子情報通信学会,2013,,"""SS","67""-""SS-68""",JPN,"naid: 110009699449,ncid: AN10471452",,,"ACDI-1-2 FPGA設計コンテスト(ACDI-1.学ぶ意欲を刺激するゲーミフィケーション〜設計コンテストの教育活用を考える〜,依頼シンポジウム,ソサイエティ企画)",
2021-10-29 01:57:31.176596,Article,長名 保範,ACDI-1-2 FPGA Design Contest,2013-03-05,電子情報通信学会総合大会講演論文集,電子情報通信学会,2013,1,"""SS","3""-""SS-4""",JPN,"naid: 110009726609,ncid: AN10471452",,,"ACDI-1-2 FPGAデザインコンテスト(ACDI-1.学ぶ意欲を刺激するゲーミフィケーション〜設計コンテストの教育活用を考える〜,ソサイエティ企画)",
2021-10-29 01:57:35.466489,Article,長名 保範,ACDI-1-2 FPGA Design Contest,2013-03-05,電子情報通信学会総合大会講演論文集,電子情報通信学会,2013,1,"""SS","32""-""SS-33""",JPN,"naid: 110009738808,ncid: AN10471452",,,"ACDI-1-2 FPGAデザインコンテスト(ACDI-1.学ぶ意欲を刺激するゲーミフィケーション〜設計コンテストの教育活用を考える〜,依頼シンポジウム,ソサイエティ企画)",
2021-10-29 01:57:39.981088,Article,山中 宏治,ACDI-1-1 Student competition ofmicrowave circuit design and manufacturing,2013-03-05,電子情報通信学会総合大会講演論文集,電子情報通信学会,2013,1,"""SS","30""-""SS-31""",JPN,"naid: 110009738807,ncid: AN10471452",,,"ACDI-1-1 学生コンテスト〜マイクロ波回路の設計・試作(ACDI-1.学ぶ意欲を刺激するゲーミフィケーション〜設計コンテストの教育活用を考える〜,依頼シンポジウム,ソサイエティ企画)",
2021-10-29 01:57:48.543287,Article,高木 茂孝,ACDI-1-3 On Managing Operational Amplifier Design Contest,2013-03-05,電子情報通信学会総合大会講演論文集,電子情報通信学会,2013,,"""SS","69""-""SS-70""",JPN,"naid: 110009699450,ncid: AN10471452",,,"ACDI-1-3 演算増幅器設計コンテストを運営して(ACDI-1.学ぶ意欲を刺激するゲーミフィケーション〜設計コンテストの教育活用を考える〜,依頼シンポジウム,ソサイエティ企画)",
2021-10-29 01:57:45.079551,Article,"大塚 亜未,吉田 葵,中濱 亜耶,青柳 龍也",A Study of Utilizing Context-rich Dictionary Lookup Logs(3)A Proposal of Reviewing Application by Match-up,2013-03-07,電子情報通信学会技術研究報告 : 信学技報,電子情報通信学会,112,466,121,123,JPN,"naid: 110009703301,ncid: AA1240564X,ndlid: 024419447",0913-5685,http://id.ndl.go.jp/bib/024419447,コンテクストを含めた辞書引き履歴活用方法の検討(3)対戦型英単語復習アプリケーションの提案 (ライフインテリジェンスとオフィス情報システム),"ライフログ,語彙学習,英語学習,対戦型学習,ゲーミフィケーション"
2021-10-29 01:34:12.139562,Article,"米澤 将,藤瀬 雅大,夏目 季代久",The proposal of the self-mental rehabilitation system using RPG,2013-03-11,電子情報通信学会技術研究報告 : 信学技報,電子情報通信学会,112,473,301,304,JPN,"naid: 110009713105,ncid: AN10013006,ndlid: 024422157",0913-5685,http://id.ndl.go.jp/bib/024422157,ロールプレイングゲームを用いたセルフメンタルリハビリテーションシステムの提案 (画像工学),"うつ病,セルフリハビリテーション,コンピュータゲーム,3D-RPG"
2021-10-29 01:34:35.701835,Article,"米澤 将,藤瀬 雅大,夏目 季代久",The proposal of the self-mental rehabilitation system using RPG,2013-03-11,電子情報通信学会技術研究報告 : 信学技報,電子情報通信学会,112,474,301,304,JPN,"naid: 110009713367,ncid: AN10476092,ndlid: 024426002",0913-5685,http://id.ndl.go.jp/bib/024426002,ロールプレイングゲームを用いたセルフメンタルリハビリテーションシステムの提案 (マルチメディア･仮想環境基礎),"うつ病,セルフリハビリテーション,コンピュータゲーム,3D-RPG"
2021-10-29 01:34:40.433167,Article,"米澤 将,藤瀬 雅大,夏目 季代久",The proposal of the self-mental rehabilitation system using RPG,2013-03-11,電子情報通信学会技術研究報告 : 信学技報,電子情報通信学会,112,475,301,304,JPN,"naid: 110009712952,ncid: AA1155230X,ndlid: 024425803",0913-5685,http://id.ndl.go.jp/bib/024425803,ロールプレイングゲームを用いたセルフメンタルリハビリテーションシステムの提案 (福祉情報工学),"うつ病,セルフリハビリテーション,コンピュータゲーム,3D-RPG"
2021-10-29 01:40:44.635807,Article,"米澤 将,藤瀬 雅大,夏目 季代久",The proposal of the self-mental rehabilitation system using RPG,2013-03-11,電子情報通信学会技術研究報告 : 信学技報,電子情報通信学会,112,472,301,304,JPN,"naid: 110009703174,ncid: AA12526178,ndlid: 024421781",0913-5685,http://id.ndl.go.jp/bib/024421781,ロールプレイングゲームを用いたセルフメンタルリハビリテーションシステムの提案 (イメージ・メディア・クオリティ),"うつ病,セルフリハビリテーション,コンピュータゲーム,3D-RPG"
2021-10-29 01:50:50.370889,Article,藤岡 雅宣,M2M Globalization and Challenges,2013-05-01,"電子情報通信学会誌 = The journal of the Institute of Electronics, Information and Communication Engineers",電子情報通信学会,96,5,365,370,JPN,"naid: 110009604029,ncid: AN1001339X,ndlid: 024655732",09135693,http://id.ndl.go.jp/bib/024655732,M2Mのグローバル展開と課題,"ダウンローダブルSIM,eSIM,eUICC,国際ローミング,MCIM"
2021-10-29 02:01:21.636695,Article,"上山 芳隆,玉井 森彦,安本 慶一",Proposal of Gamification-based Incentive Mechanism for Participatory Sensing,2013-05-23,電子情報通信学会技術研究報告 = IEICE technical report : 信学技報,電子情報通信学会,113,56,65,70,JPN,"naid: 110009771412,ncid: AA12618946,ndlid: 024586191",0913-5685,http://id.ndl.go.jp/bib/024586191,ユーザ参加型センシングにおけるゲーミフィケーションに基づくインセンティブ機構の提案 (モバイルネットワークとアプリケーション),
2021-10-29 01:40:14.470535,Article,"勝瀬 郁代,白石 君男,小山 博幸,平島 ユイ子",Support System for Children with Dysarthria or Hearing Disorders to Practice Pronunciation,2013-06-13,電子情報通信学会技術研究報告 = IEICE technical report : 信学技報,電子情報通信学会,113,77,43,48,JPN,"naid: 110009778834,ncid: AA1155230X,ndlid: 024679441",0913-5685,http://id.ndl.go.jp/bib/024679441,聴覚障碍・構音障碍児童のための発音指導支援システム (福祉情報工学),"聴覚障碍,構音障碍,発音訓練,支援システム"
2021-10-29 01:41:06.093895,Article,"勝瀬 郁代,白石 君男,小山 博幸,平島 ユイ子",Support System for Children with Dysarthria or Hearing Disorders to Practice Pronunciation,2013-06-13,電子情報通信学会技術研究報告 = IEICE technical report : 信学技報,電子情報通信学会,113,76,43,48,JPN,"naid: 110009779082,ncid: AN10013221,ndlid: 024678928",0913-5685,http://id.ndl.go.jp/bib/024678928,聴覚障碍・構音障碍児童のための発音指導支援システム (音声),"聴覚障碍,構音障碍,発音訓練,支援システム"
2021-10-29 01:55:36.248743,Article,"龍田 篤弥,谷 賢太朗,加藤 浩介,前田 義信",Modeling of player's behavior using artificial school class game,2013-11-06,電子情報通信学会技術研究報告 = IEICE technical report : 信学技報,電子情報通信学会,113,278,73,78,JPN,"naid: 110009888072,ncid: AN10013094,ndlid: 025085533",0913-5685,http://id.ndl.go.jp/bib/025085533,人工学級ゲームを用いたプレイヤ行動のモデリング (回路とシステム),"いじめ,マルチエージェントシステム,シリアスゲーム,相互作用,共有価値"
2021-10-29 01:56:19.641326,Article,"龍田 篤弥,谷 賢太朗,加藤 浩介,前田 義信",Modeling of player's behavior using artificial school class game,2013-11-06,電子情報通信学会技術研究報告 = IEICE technical report : 信学技報,電子情報通信学会,113,279,73,78,JPN,"naid: 110009886689,ncid: AA12529664,ndlid: 025085000",0913-5685,http://id.ndl.go.jp/bib/025085000,人工学級ゲームを用いたプレイヤ行動のモデリング (システム数理と応用),"いじめ,マルチエージェントシステム,シリアスゲーム,相互作用,共有価値"
2021-10-29 02:01:30.006649,Article,"大谷 隼,木川 修一,溝渕 昭二",Development of Virtual Stamp Rally System That Promotes Intrinsic Motivation for Use of Exercise Bikes,2014-01-16,電子情報通信学会技術研究報告 = IEICE technical report : 信学技報,電子情報通信学会,113,380,69,74,JPN,"naid: 110009821499,ncid: AA12325711,ndlid: 025277711",0913-5685,http://id.ndl.go.jp/bib/025277711,フィットネスバイクの利用に対して内発的動機づけを図る仮想スタンプラリーシステムの開発 (情報通信マネジメント),"フィットネスバイク,内発的動機づけ"
2021-10-29 02:02:12.987408,Article,"大谷 隼,木川 修一,溝渕 昭二",Development of Virtual Stamp Rally System That Promotes Intrinsic Motivation for Use of Exercise Bikes,2014-01-16,電子情報通信学会技術研究報告 = IEICE technical report : 信学技報,電子情報通信学会,113,381,69,74,JPN,"naid: 110009821514,ncid: AA1240564X,ndlid: 025278031",0913-5685,http://id.ndl.go.jp/bib/025278031,フィットネスバイクの利用に対して内発的動機づけを図る仮想スタンプラリーシステムの開発 (ライフインテリジェンスとオフィス情報システム),"フィットネスバイク,内発的動機づけ"
2021-10-29 02:01:05.015709,Article,"高田 圭,本庄 将也,飯塚 博幸,山本 雅人",Strategy of Hex using betweenness centrality in board network,2014-03-03,電子情報通信学会技術研究報告 = IEICE technical report : 信学技報,電子情報通信学会,113,459,7,12,JPN,"naid: 110009861903,ncid: AN10013061,ndlid: 025396250",0913-5685,http://id.ndl.go.jp/bib/025396250,局面ネットワークの媒介中心性に着目したHexゲーム戦略 (人工知能と知識処理),"Hex,ゲーム,ネットワーク,媒介中心性"
2021-10-29 01:41:12.828331,Article,"守谷 真人,橋野 賢,酒井 弘美",Development of a Hemiplegia Rehabilitation System by Introducing a Game Element,2014-03-07,電子情報通信学会技術研究報告 = IEICE technical report : 信学技報,電子情報通信学会,113,481,55,60,JPN,"naid: 110009861573,ncid: AA1155230X,ndlid: 025409728",0913-5685,http://id.ndl.go.jp/bib/025409728,ゲーム性を持たせた片麻痺リハビリシステムの提案 (福祉情報工学),"グールグル,コンピュータゲーム,上肢リハビリ"
2021-10-29 01:27:42.423045,Article,"田中 一基,藤野 貴之,片岡 隆之","A therapeutic exercise game system with a ""tailor-made video-game image"" that accommodates anyone irrespective of athletic ability",2014-03-08,電子情報通信学会技術研究報告 = IEICE technical report : 信学技報,電子情報通信学会,113,482,233,236,JPN,"naid: 110009862098,ncid: AN10013163,ndlid: 025403772",0913-5685,http://id.ndl.go.jp/bib/025403772,"運動能力に違いがあっても""テーラーメイドゲーム映像""により誰でも参加可能な運動療法ゲームシステム (教育工学)","運動療法,コンピュータビデオゲーム,適応支援,テーラーメイドゲーム映像"
2021-10-29 02:01:43.246635,Article,"新井 慧,坂本 一憲,鷲崎 弘宜,深澤 良彰",Facilitate Defect Removal Using Static Analysis Tools by introducing competition,2014-03-11,電子情報通信学会技術研究報告 = IEICE technical report : 信学技報,電子情報通信学会,113,489,55,60,JPN,"naid: 110009861294,ncid: AN10013287,ndlid: 025403356",0913-5685,http://id.ndl.go.jp/bib/025403356,得点による競争原理を用いた静的解析ツールによる欠陥除去の促進 (ソフトウェアサイエンス),"静的解析ツール,バグパターン,ゲーミフィケーション"
2021-10-29 01:57:04.136657,Article,"秦 崇洋,藤井 陽平,竹内 亨,川崎 仁央,朝日 大地,神谷 正人,高杉 耕一,佐藤 浩史,宮崎 敏明",,2014-03-14,電子情報通信学会技術研究報告 = IEICE technical report : 信学技報,電子情報通信学会,113,495,197,203,JPN,"naid: 110009861155,ncid: AA12618946,ndlid: 025409241",0913-5685,http://id.ndl.go.jp/bib/025409241,実証実験における情報共有方式がユーザの人間関係へ与える影響 (モバイルネットワークとアプリケーション),"実証実験,ゲーミフィケーション,対人関係,グループワーク"
2021-10-29 01:56:31.091667,Article,"中村 仁美,上山 芳隆,荒川 豊,安本 慶一",,2014-05-15,電子情報通信学会技術研究報告 = IEICE technical report : 信学技報,電子情報通信学会,114,31,159,165,JPN,"naid: 110009902425,ncid: AA12618946,ndlid: 025514716",0913-5685,http://id.ndl.go.jp/bib/025514716,快適度を下げずに電力ピークシフトに貢献する行動を学習可能なシリアスゲームの提案 (モバイルネットワークとアプリケーション),"電力ピークシフト,シリアスゲーム"
2021-10-29 01:21:58.809880,Article,"久保 賢太,川合 伸幸",The event-related potential (ERP) component (P300) reflects enthusiasm for playing the video game : The existence of an opponent increases immersion,2014-05-29,電子情報通信学会技術研究報告 = IEICE technical report : 信学技報,電子情報通信学会,114,67,119,123,JPN,"naid: 110009903749,ncid: AN10487226,ndlid: 025512807",0913-5685,http://id.ndl.go.jp/bib/025512807,事象関連電位によるテレビゲームの熱中度の測定 : 対戦相手の有無の違い (ヒューマンコミュニケーション基礎),"ゲーム,ビデオゲーム,脳波,事象関連電位,P300"
2021-10-29 01:24:35.320143,Article,"久保 賢太,川合 伸幸",The event-related potential (ERP) component (P300) reflects enthusiasm for playing the video game : The existence of an opponent increases immersion,2014-05-29,電子情報通信学会技術研究報告 = IEICE technical report : 信学技報,電子情報通信学会,114,68,119,123,JPN,"naid: 110009903791,ncid: AN10487237,ndlid: 025514376",0913-5685,http://id.ndl.go.jp/bib/025514376,事象関連電位によるテレビゲームの熱中度の測定 : 対戦相手の有無の違い (ヒューマン情報処理),"ゲーム,ビデオゲーム,脳波,事象関連電位,P300"
2021-10-29 01:56:59.550108,Article,荒川 豊,What is a valley between academic research on a mobile sensing and practice services,2014-05-29,電子情報通信学会技術研究報告 = IEICE technical report : 信学技報,電子情報通信学会,114,65,133,137,JPN,"naid: 110009902468,ncid: AA12618979,ndlid: 025514371",0913-5685,http://id.ndl.go.jp/bib/025514371,依頼講演 モバイルセンシングの現実と実用化に向けた課題 (知的環境とセンサネットワーク),"モバイルセンシング,参加型センシング,インセンティブ,ゲーミフィケーション"
2021-10-29 01:30:19.661231,Article,"吉田 龍一,足立 孝之,村津 啓太,溝口 博,生田目 美紀,杉本 雅則,楠 房子,山口 悦司,稲垣 成哲,武田 義明",Human SUGOROKU : Life-size Board Game for Children to Learn Vegetation Succession,2014-06-06,電子情報通信学会技術研究報告 = IEICE technical report : 信学技報,電子情報通信学会,114,73,87,90,JPN,"naid: 110009925614,ncid: AN10476092,ndlid: 025590297",0913-5685,http://id.ndl.go.jp/bib/025590297,人間すごろく : 植生遷移学習のための等身大ボードゲーム (マルチメディア・仮想環境基礎),
2021-10-29 01:33:47.904992,Article,"竹野 真帆,大槻 一彦,高田 明典",A Proposal of a Method for Extracting Appealing Structure of Console/Mobile Games,2014-06-06,電子情報通信学会技術研究報告 = IEICE technical report : 信学技報,電子情報通信学会,114,73,93,98,JPN,"naid: 110009925616,ncid: AN10476092,ndlid: 025590315",0913-5685,http://id.ndl.go.jp/bib/025590315,コンソール/モバイルゲームの訴求構造抽出手法の提案 (マルチメディア・仮想環境基礎),
2021-10-29 02:00:38.439583,Article,"河合 遼,泉 知論",A Design of Blokus Player Algorithm with Impulse High-Level Synthesis Tools,2014-06-11,電子情報通信学会技術研究報告 = IEICE technical report : 信学技報,電子情報通信学会,114,75,43,47,JPN,"naid: 110009925730,ncid: AA12046591,ndlid: 025589832",0913-5685,http://id.ndl.go.jp/bib/025589832,Impulse高位合成系によるBlokus対戦アルゴリズムの設計事例 (リコンフィギャラブルシステム),"FPGA,高位合成,Blokus,Impulse C,ゲーム木"
2021-10-29 01:40:30.542659,Article,渡邉 豊英,A Perspective of Self-Learning on the Basis of Framework of Computer Game,2014-06-14,電子情報通信学会技術研究報告 = IEICE technical report : 信学技報,電子情報通信学会,114,82,27,32,JPN,"naid: 110009925305,ncid: AN10013163,ndlid: 025589673",0913-5685,http://id.ndl.go.jp/bib/025589673,コンピュータ・ゲームにみる個人学習支援の考察 (教育工学),"知識の移行,コンテンツ,操作,学習教材,学習過程,学習者モデル,学習方略"
2021-10-29 02:00:44.451501,Article,"花川 直己,山田 航平,富永 浩之",Programming Exercise for Problem Solving with Board-Game Strategy : Feature Analysis of Submission Codes in the Final Contest,2014-07-05,電子情報通信学会技術研究報告 = IEICE technical report : 信学技報,電子情報通信学会,114,121,13,16,JPN,"naid: 110009947133,ncid: AN10013163,ndlid: 025633536",0913-5685,http://id.ndl.go.jp/bib/025633536,ボードゲーム戦略を題材としたプログラミング演習支援 : 最終大会の提出コードの特徴分析 (教育工学),"応用Javaプログラミング演習,ボードゲーム戦略,大会形式の競争型学習"
2021-10-29 01:50:46.930532,Article,"戸田 貴久,竹内 聖悟,美添 一樹",Efficient Processing Techniques for Very Large-scale Graph Structure,2014-12,"電子情報通信学会誌 = The journal of the Institute of Electronics, Information and Communication Engineers",電子情報通信学会,97,12,1097,1102,JPN,"naid: 110009893128,ncid: AN1001339X,ndlid: 025949369",0913-5693,http://id.ndl.go.jp/bib/025949369,超大規模なグラフ構造の効率的な処理技術 (小特集 ｢フカシギの数え方｣から広がるアルゴリズムの理工学 : 二分決定グラフによる離散構造処理と広がる応用分野),"グラフ探索,並列化,分散メモリ環境,共有メモリ環境,極小ヒッティング集合,列挙"
2021-10-29 01:27:12.976545,Article,"田口 裕起,鈴木 久貴,白井 暁彦",Multiplex hidden imagery technology(2)Implement on FPGA based hardware,2014-12-18,電子情報通信学会技術研究報告 = IEICE technical report : 信学技報,電子情報通信学会,114,370,69,74,JPN,"naid: 110009977217,ncid: AA1196239X,ndlid: 026032276",0913-5685,http://id.ndl.go.jp/bib/026032276,多重化不可視映像技術(第2報)FPGAを用いたハードウェア化 (スマートインフォメディアシステム),"画像処理,多重化,3D,実時間処理,FPGA,回路設計"
2021-10-29 01:26:49.148282,Article,"湯澤 慶太,長澤 佑紀,夏目 季代久",The control of radio control car and video game using steady-state visual evoked potential,2015-01-26,電子情報通信学会技術研究報告 = IEICE technical report : 信学技報,電子情報通信学会,114,414,19,24,JPN,"naid: 110010002084,ncid: AN10060800,ndlid: 026149761",0913-5685,http://id.ndl.go.jp/bib/026149761,SSVEPを用いたラジコンカー及びビデオゲーム制御の研究 (非線形問題),"Brain Computer Interface,Steady State Visual Evoked Potential,FFT,ラジコンカー,ビデオゲーム"
2021-10-29 01:30:57.284836,Article,"梅村 浩之,井野 秀一,稗田 一郎",Development of rehabilitation games considering the mental model of very elderly people for maintaining swallowing function,2015-02-13,電子情報通信学会技術研究報告 = IEICE technical report : 信学技報,電子情報通信学会,114,447,59,62,JPN,"naid: 110010011617,ncid: AA1155230X,ndlid: 026247897",0913-5685,http://id.ndl.go.jp/bib/026247897,嚥下機能の維持のための超高齢者のメンタルモデルを考慮したリハビリゲームの開発と評価 (福祉情報工学),"嚥下,リハビリテーション,ビデオゲーム,メンタルモデル"
2021-10-29 01:56:40.772941,Article,"三井 理加,関 智広,橘 拓至",BS-4-13 Study of Gamification-based StreetPass Application for Increasing Number of Tourists,2015-02-24,電子情報通信学会総合大会講演論文集,電子情報通信学会,2015,2,"""S","141""",JPN,"naid: 110009928741,ncid: AN10471452",,,"BS-4-13 ゲーミフィケーションを適用した観光客の増加を実現するすれちがい通信アプリの検討(BS-4.ネットワーク技術特別ポスターセッション,シンポジウムセッション)",
2021-10-29 01:56:53.786431,Article,"小野 宏介,関 智広,橘 拓至",BS-4-12 Study of Gamification-based Street Pass Application for Increasing Number of Customers in Shopping Street,2015-02-24,電子情報通信学会総合大会講演論文集,電子情報通信学会,2015,2,"""S","140""",JPN,"naid: 110009928740,ncid: AN10471452",,,"BS-4-12 ゲーミフィケーションを用いた商店街の来客数増加を実現するすれ違い通信アプリの検討(BS-4.ネットワーク技術特別ポスターセッション,シンポジウムセッション)",
2021-10-29 01:58:06.680262,Article,"金子 航太,Vo Tuan,崔 雄,李 亮,八村 広三郎",D-15-40 A System for Improving Attendance Motivation by Gamification,2015-02-24,電子情報通信学会総合大会講演論文集,電子情報通信学会,2015,1,,,JPN,"naid: 110009945004,ncid: AN10471452",,,"D-15-40 スマートフォンを活用したゲーミフィケーションによる授業出席意欲向上のためのシステム開発(D-15.教育工学,一般セッション)",
2021-10-29 01:38:24.659913,Article,"田中 萌奈,作元 雄輔,会田 雅樹,川島 幸之助",Study on the Growth and Decline of SNSs by Using the Infectious Recovery SIR Model,2015-03-02,電子情報通信学会技術研究報告 = IEICE technical report : 信学技報,電子情報通信学会,114,478,49,54,JPN,"naid: 110010018963,ncid: AN10013072,ndlid: 026324969",0913-5685,http://id.ndl.go.jp/bib/026324969,状態が感染的に遷移する拡張SIRモデルを用いたSNSの盛衰の検討 (情報ネットワーク),SIRモデル
2021-10-29 01:54:54.945640,Article,"橘 拓至,小野 宏介,三井 理加,関 智広",Study of Gamification for Regional Activation with Delay Tolerant Networking Technology,2015-03-02,電子情報通信学会技術研究報告 = IEICE technical report : 信学技報,電子情報通信学会,114,477,129,132,JPN,"naid: 110010018652,ncid: AA11546431,ndlid: 026322006",0913-5685,http://id.ndl.go.jp/bib/026322006,地域活性化の実現に向けたすれ違い通信アプリに対するゲーミフィケーションの検討 (ネットワークシステム),"すれ違い通信,ゲーミフィケーション,地域活性化,アンケート,アプリケーション"
2021-10-29 01:56:47.842470,Article,"秦 崇洋,川崎 仁史,倉沢 央,中村 元紀,佐藤 浩史,筒井 章博",Effects of Presenting Rank Order Generated from Subsets,2015-03-05,電子情報通信学会技術研究報告 = IEICE technical report : 信学技報,電子情報通信学会,114,500,105,110,JPN,"naid: 110010021547,ncid: AA1240564X,ndlid: 026323938",0913-5685,http://id.ndl.go.jp/bib/026323938,部分集合から算出した順位の提示効果 (ライフインテリジェンスとオフィス情報システム),"ゲーミフィケーション,内発的動機付け,行動変容,ファセット分類"
2021-10-29 02:02:16.847176,Article,"山本 理絵,吉野 孝,曽根原 登",Development of a digital photograph collecting system with a location information for boosting local development with regional tourism,2015-03-27,電子情報通信学会技術研究報告 = IEICE technical report : 信学技報,電子情報通信学会,114,525,49,54,JPN,"naid: 110010021632,ncid: AA12575989,ndlid: 026332862",0913-5685,http://id.ndl.go.jp/bib/026332862,地域観光まちづくりのための土地獲得ゲームを活用した位置情報付きデジタル写真収集システムの開発 (サービスコンピューティング),"デジタルアーカイブ,デジタル写真,位置情報,モチベーション,GWAP"
2021-10-29 01:35:16.259570,Article,"泉 知論,大野 真史,広江 友哉",A Design of Basic Functions and Forced Play of TRAX Game for FPGA with High-Level Synthesis Tool,2015-09-18,電子情報通信学会技術研究報告 = IEICE technical report : 信学技報,電子情報通信学会,115,228,1,6,JPN,"naid: 40020616885,ndlid: 026800916",0913-5685,http://id.ndl.go.jp/bib/026800916,TRAXゲームの基本機能と連鎖の高位合成によるFPGAハードウェア設計例 (リコンフィギャラブルシステム),"TRAX,ゲームAI,FPGA,高位合成,再帰,設計事例,Impulse C,Game AI,High-Level Synthesis,Recursive Call,Design Experience"
2021-10-29 01:56:57.016621,Article,"明神 聖子,安達 寛之,島田 伸敬",Communication Support with Game-like Methods,2015-10-08,電子情報通信学会技術研究報告 = IEICE technical report : 信学技報,電子情報通信学会,115,245,109,112,JPN,"naid: 40020650415,ncid: AN10476092,ndlid: 026909120",0913-5685,http://id.ndl.go.jp/bib/026909120,ゲーム化によるコミュニケーション支援 (マルチメディア・仮想環境基礎),"ゲーミフィケーション,コミュニケーション支援,視覚的フィードバック,Gamification,Communication Support,Visual Feedback"
2021-10-29 01:57:41.426468,Article,"畑中 崇志,福野 太洋,多保田 耕平",Demonstration of Character Rearing Game Application in Delay Tolerant Networks,2015-10-15,電子情報通信学会技術研究報告 = IEICE technical report : 信学技報,電子情報通信学会,115,251,51,54,JPN,"naid: 40020650407,ncid: AA11546431,ndlid: 026909110",0913-5685,http://id.ndl.go.jp/bib/026909110,すれ違い通信を利用したキャラクター育成アプリの実証実験 (ネットワークシステム),"すれ違い通信,実証実験,アプリケーション,地域活性化,ゲーミフィケーション,Delay tolerant networks,Demonstration,Application,Regional activation,Gamification"
2021-10-29 01:54:58.099458,Article,"菊池 開,長谷川 忍","Design for W-DIARY, a diary-style-application for English word learning, with existing photos",2015-11-20,電子情報通信学会技術研究報告 = IEICE technical report : 信学技報,電子情報通信学会,115,319,15,19,JPN,"naid: 40020676871,ncid: AN10013163,ndlid: 026981648",0913-5685,http://id.ndl.go.jp/bib/026981648,過去の写真を利用する日記スタイル単語学習アプリケーションW-DIARYの開発 (教育工学),"Androidアプリケーション,英単語学習,日記,写真,ゲーミフィケーション,タグ付け,Android application,English words learning,Diary,Photograph,Gamification,Tagging"
2021-10-29 02:02:18.691965,Article,"今田 美幸,前大道 浩之,廣瀬 慧",Supports for Senior's Going Out Using Message Inducement,2016-01-21,電子情報通信学会技術研究報告 = IEICE technical report : 信学技報,電子情報通信学会,115,405,29,34,JPN,"naid: 40020737745,ncid: AN10013072,ndlid: 027110086",0913-5685,http://id.ndl.go.jp/bib/027110086,メッセージ刺激によるシニア外出支援 (情報ネットワーク),"ClouT,ゲーミフィケーション,シニア外出支援,メッセージ刺激,回帰分析,Gamification,Supports for Senior's Going Out,Message Inducement,Regression Analysis"
2021-10-29 01:27:53.909182,Article,"阿部 恵里花,千明 裕,藤原 幸一",,2016-02-22,電子情報通信学会技術研究報告 = IEICE technical report : 信学技報,電子情報通信学会,115,459,163,167,JPN,"naid: 40020758879,ndlid: 027166061",0913-5685,http://id.ndl.go.jp/bib/027166061,脈波センサ埋め込み型ビデオゲームコントローラの開発 (画像工学),"光電容積脈波,ゲームコントローラ,心拍数計測,プレイヤ心理状態推定"
2021-10-29 01:30:59.560237,Article,"阿部 恵里花,千明 裕,藤原 幸一",,2016-02-22,電子情報通信学会技術研究報告 = IEICE technical report : 信学技報,電子情報通信学会,115,458,163,167,JPN,"naid: 40020760062,ndlid: 027185355",0913-5685,http://id.ndl.go.jp/bib/027185355,脈波センサ埋め込み型ビデオゲームコントローラの開発 (ITS),"光電容積脈波,ゲームコントローラ,心拍数計測,プレイヤ心理状態推定"
2021-10-29 01:34:56.372166,Article,"青山 智憲,尾関 智子",D-20-4 Selection of State-Action pairs in Fighting Action Game AI by Q-Learning,2016-03-01,電子情報通信学会総合大会講演論文集,電子情報通信学会,2016,2,,,JPN,"naid: 110010036509,ncid: AN10471452",,,"D-20-4 Q学習を用いた格闘ゲームAIの状態行動の選択(D-20.情報論的学習理論と機械学習,一般セッション)",
2021-10-29 01:54:58.532290,Article,"川崎 恭輔,重田 和弘,合田 美雪",D-15-26 Development of Learning Management System to Improve Learner's Motivation Using Gamification,2016-03-01,電子情報通信学会総合大会講演論文集,電子情報通信学会,2016,1,,,JPN,"naid: 110010036839,ncid: AN10471452",,,"D-15-26 ゲーミフィケーションを用いた学習意欲を高める学習管理システムの開発(D-15.教育工学,一般セッション)",
